Prekë;Pavadinimas;Barkodas;Grupë;Vartotojas;Sandëlis;Kiekis;Pard. kaina<br>(be PVM);Pard. suma;PVM proc.;PVM suma;Suma;Grupës pav.
PTA-206-B;Paltas;PTA-206-B;PALTAI;-;-;MINS;1,0000;24,7900;24,7900;21,0000;5,2000;29,9900;Paltai
PTA-206-D;Paltas;PTA-206-D;PALTAI;-;-;MINS;2,0000;24,7900;49,5800;21,0000;10,4000;59,9800;Paltai
PTA-206-E;Paltas;PTA-206-E;PALTAI;-;-;MINS;1,0000;24,7900;24,7900;21,0000;5,2000;29,9900;Paltai
PTA-207-B;Paltas;PTA-207-B;PALTAI;-;-;MINS;1,0000;49,5800;49,5800;21,0000;10,4100;59,9900;Paltai
PTA-207-E;Paltas;PTA-207-E;PALTAI;-;-;MINS;1,0000;49,5800;49,5800;21,0000;10,4100;59,9900;Paltai
PTA-207-G;Paltas;PTA-207-G;PALTAI;-;-;MINS;1,0000;49,5800;49,5800;21,0000;10,4100;59,9900;Paltai
PTB-182-C;Paltas;PTB-182-C;PALTAI;-;-;MINS;1,0000;41,3100;41,3100;21,0000;8,6800;49,9900;Paltai
PTB-182-F;Paltas;PTB-182-F;PALTAI;-;-;MINS;1,0000;41,3100;41,3100;21,0000;8,6800;49,9900;Paltai
PTB-209-B;Paltas;PTB-209-B;PALTAI;-;-;MINS;1,0000;28,9200;28,9200;21,0000;6,0700;34,9900;Paltai
PTB-209-D;Paltas;PTB-209-D;PALTAI;-;-;MINS;1,0000;28,9200;28,9200;21,0000;6,0700;34,9900;Paltai
PTB-209-E;Paltas;PTB-209-E;PALTAI;-;-;MINS;1,0000;28,9200;28,9200;21,0000;6,0700;34,9900;Paltai
PTB-209-F;Paltas;PTB-209-F;PALTAI;-;-;MINS;1,0000;28,9200;28,9200;21,0000;6,0700;34,9900;Paltai
PTC-173-B;Paltas;PTC-173-B;PALTAI;-;-;MINS;1,0000;33,0500;33,0500;21,0000;6,9400;39,9900;Paltai
PTC-173-C;Paltas;PTC-173-C;PALTAI;-;-;MINS;1,0000;33,0500;33,0500;21,0000;6,9400;39,9900;Paltai
PTC-173-D;Paltas;PTC-173-D;PALTAI;-;-;MINS;1,0000;33,0500;33,0500;21,0000;6,9400;39,9900;Paltai
PTC-173-E;Paltas;PTC-173-E;PALTAI;-;-;MINS;1,0000;33,0500;33,0500;21,0000;6,9400;39,9900;Paltai
PTC-173-F;Paltas;PTC-173-F;PALTAI;-;-;MINS;1,0000;33,0500;33,0500;21,0000;6,9400;39,9900;Paltai
PTC-173-G;Paltas;PTC-173-G;PALTAI;-;-;MINS;1,0000;33,0500;33,0500;21,0000;6,9400;39,9900;Paltai
PTC-173-H;Paltas;PTC-173-H;PALTAI;-;-;MINS;1,0000;33,0500;33,0500;21,0000;6,9400;39,9900;Paltai
PTC-173-I;Paltas;PTC-173-I;PALTAI;-;-;MINS;1,0000;33,0500;33,0500;21,0000;6,9400;39,9900;Paltai
PTC-180-B;Paltas;PTC-180-B;PALTAI;-;-;MINS;1,0000;33,0500;33,0500;21,0000;6,9400;39,9900;Paltai
PTC-180-C;Paltas;PTC-180-C;PALTAI;-;-;MINS;1,0000;33,0500;33,0500;21,0000;6,9400;39,9900;Paltai
PTC-180-D;Paltas;PTC-180-D;PALTAI;-;-;MINS;1,0000;33,0500;33,0500;21,0000;6,9400;39,9900;Paltai
PTC-180-E;Paltas;PTC-180-E;PALTAI;-;-;MINS;2,0000;33,0500;66,1000;21,0000;13,8800;79,9800;Paltai
PTC-180-F;Paltas;PTC-180-F;PALTAI;-;-;MINS;2,0000;33,0500;66,1000;21,0000;13,8800;79,9800;Paltai
PTC-195-B;Paltas;PTC-195-B;PALTAI;-;-;MINS;1,0000;33,0500;33,0500;21,0000;6,9400;39,9900;Paltai
PTC-195-C;Paltas;PTC-195-C;PALTAI;-;-;MINS;1,0000;33,0500;33,0500;21,0000;6,9400;39,9900;Paltai
PTC-195-D;Paltas;PTC-195-D;PALTAI;-;-;MINS;1,0000;33,0500;33,0500;21,0000;6,9400;39,9900;Paltai
PTC-195-E;Paltas;PTC-195-E;PALTAI;-;-;MINS;1,0000;33,0500;33,0500;21,0000;6,9400;39,9900;Paltai
PTC-195-F;Paltas;PTC-195-F;PALTAI;-;-;MINS;1,0000;33,0500;33,0500;21,0000;6,9400;39,9900;Paltai
PTC-195-G;Paltas;PTC-195-G;PALTAI;-;-;MINS;1,0000;33,0500;33,0500;21,0000;6,9400;39,9900;Paltai
PTC-195-H;Paltas;PTC-195-H;PALTAI;-;-;MINS;1,0000;33,0500;33,0500;21,0000;6,9400;39,9900;Paltai
PTC-195-I;Paltas;PTC-195-I;PALTAI;-;-;MINS;1,0000;33,0500;33,0500;21,0000;6,9400;39,9900;Paltai
PTC-195-J;Paltas;PTC-195-J;PALTAI;-;-;MINS;1,0000;33,0500;33,0500;21,0000;6,9400;39,9900;Paltai
PTC-207-C;Paltas;PTC-207-C;PALTAI;-;-;MINS;1,0000;49,5800;49,5800;21,0000;10,4100;59,9900;Paltai
PTC-207-E;Paltas;PTC-207-E;PALTAI;-;-;MINS;1,0000;49,5800;49,5800;21,0000;10,4100;59,9900;Paltai
PTC-207-F;Paltas;PTC-207-F;PALTAI;-;-;MINS;1,0000;49,5800;49,5800;21,0000;10,4100;59,9900;Paltai
PTC-207-G;Paltas;PTC-207-G;PALTAI;-;-;MINS;1,0000;49,5800;49,5800;21,0000;10,4100;59,9900;Paltai
PTC-210-E;Paltas;PTC-210-E;PALTAI;-;-;MINS;1,0000;37,1900;37,1900;21,0000;7,8100;45,0000;Paltai
PTC-210-F;Paltas;PTC-210-F;PALTAI;-;-;MINS;1,0000;37,1900;37,1900;21,0000;7,8100;45,0000;Paltai
PTC-210-G;Paltas;PTC-210-G;PALTAI;-;-;MINS;1,0000;37,1900;37,1900;21,0000;7,8100;45,0000;Paltai
PTQ-173-D;Paltas;PTQ-173-D;PALTAI;-;-;MINS;2,0000;24,7800;49,5600;21,0000;10,4200;59,9800;Paltai
PTQ-173-E;Paltas;PTQ-173-E;PALTAI;-;-;MINS;1,0000;24,7800;24,7800;21,0000;5,2100;29,9900;Paltai
PTQ-173-F;Paltas;PTQ-173-F;PALTAI;-;-;MINS;1,0000;24,7800;24,7800;21,0000;5,2100;29,9900;Paltai
PTQ-191-D;Skraistë;PTQ-191-D;PALTAI;-;-;MINS;1,0000;24,7900;24,7900;21,0000;5,2000;29,9900;Paltai
PTQ-191-F;Skraistë;PTQ-191-F;PALTAI;-;-;MINS;1,0000;24,7900;24,7900;21,0000;5,2000;29,9900;Paltai
PTQ-193-B;Paltas;PTQ-193-B;PALTAI;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Paltai
PTQ-193-C;Paltas;PTQ-193-C;PALTAI;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Paltai
PTQ-193-D;Paltas;PTQ-193-D;PALTAI;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Paltai
PTQ-194-D;Paltas;PTQ-194-D;PALTAI;-;-;MINS;1,0000;24,7800;24,7800;21,0000;5,2100;29,9900;Paltai
PTQ-194-G;Paltas;PTQ-194-G;PALTAI;-;-;MINS;1,0000;24,7800;24,7800;21,0000;5,2100;29,9900;Paltai
PTQ-194-I;Paltas;PTQ-194-I;PALTAI;-;-;MINS;1,0000;24,7800;24,7800;21,0000;5,2100;29,9900;Paltai
PZ-92-108;Piþama;PZ-92-108;NAKTINIAI;-;-;MINS;1,0000;6,6000;6,6000;21,0000;1,3900;7,9900;Naktiniai
PZ-92-114;Piþama;PZ-92-114;NAKTINIAI;-;-;MINS;1,0000;6,6000;6,6000;21,0000;1,3900;7,9900;Naktiniai
PZ-98-120;Piþama;PZ-98-120;NAKTINIAI;-;-;MINS;2,0000;5,7800;11,5600;21,0000;2,4200;13,9800;Naktiniai
PZ-98-7010;Piþama;PZ-98-7010;NAKTINIAI;-;-;MINS;3,0000;8,2600;24,7800;21,0000;5,1900;29,9700;Naktiniai
RA-701-1670J;Rankinë;RA-701-1670J;RANKINES;-;-;MINS;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Rankinës
RA-701-315MR;Rankinë;RA-701-315MR;RANKINES;-;-;MINS;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Rankinës
RA-94-KR-MIX;Rankinë;RA-94-KR-MIX;RANKINES;-;-;MINS;3,0000;2,4700;7,4100;21,0000;1,5600;8,9700;Rankinës
RA-9C-12352Z;Rankinë;RA-9C-12352Z;RANKINES;-;-;MINS;1,0000;24,7800;24,7800;21,0000;5,2100;29,9900;Rankinës
RA-9C-1318KR;Rankinë;RA-9C-1318KR;RANKINES;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Rankinës
RA-9C-176P;Rankinë;RA-9C-176P;RANKINES;-;-;MINS;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Rankinës
RA-9C-18006BO;Rankinë;RA-9C-18006BO;RANKINES;-;-;MINS;1,0000;2,7300;2,7300;21,0000;0,5700;3,3000;Rankinës
RA-9C-18006LA;Rankinë;RA-9C-18006LA;RANKINES;-;-;MINS;1,0000;24,7800;24,7800;21,0000;5,2100;29,9900;Rankinës
RA-9C-1841HA;Rankinë;RA-9C-1841HA;RANKINES;-;-;MINS;1,0000;24,7900;24,7900;21,0000;5,2000;29,9900;Rankinës
RA-9C-19053V;Rankinë;RA-9C-19053V;RANKINES;-;-;MINS;1,0000;24,7800;24,7800;21,0000;5,2100;29,9900;Rankinës
RA-9C-206J;Rankinë;RA-9C-206J;RANKINES;-;-;MINS;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Rankinës
RA-9C-225RA;Rankinë;RA-9C-225RA;RANKINES;-;-;MINS;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Rankinës
RA-9C-5591J;Rankinë;RA-9C-5591J;RANKINES;-;-;MINS;1,0000;24,7800;24,7800;21,0000;5,2100;29,9900;Rankinës
RA-9C-5591M;Rankinë;RA-9C-5591M;RANKINES;-;-;MINS;1,0000;24,7800;24,7800;21,0000;5,2100;29,9900;Rankinës
RA-9C-5802J;Rankinë;RA-9C-5802J;RANKINES;-;-;MINS;1,0000;24,7800;24,7800;21,0000;5,2100;29,9900;Rankinës
RA-9C-5802P;Rankinë;RA-9C-5802P;RANKINES;-;-;MINS;1,0000;24,7800;24,7800;21,0000;5,2100;29,9900;Rankinës
RA-9C-6514R;Rankinë;RA-9C-6514R;RANKINES;-;-;MINS;1,0000;24,7800;24,7800;21,0000;5,2100;29,9900;Rankinës
RA-9C-7025-1;Rankinë;RA-9C-7025-1;RANKINES;-;-;MINS;1,0000;24,7900;24,7900;21,0000;5,2000;29,9900;Rankinës
RA-9C-706P;Rankinë;RA-9C-706P;RANKINES;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Rankinës
RA-9C-8262-1;Rankinë;RA-9C-8262-1;RANKINES;-;-;MINS;1,0000;24,7800;24,7800;21,0000;5,2100;29,9900;Rankinës
RA-9C-8266J;Rankinë;RA-9C-8266J;RANKINES;-;-;MINS;1,0000;24,7900;24,7900;21,0000;5,2000;29,9900;Rankinës
RA-9C-A352J;Rankinë;RA-9C-A352J;RANKINES;-;-;MINS;1,0000;24,7800;24,7800;21,0000;5,2100;29,9900;Rankinës
RA-9C-A362R;Rankinë;RA-9C-A362R;RANKINES;-;-;MINS;1,0000;20,6500;20,6500;21,0000;4,3400;24,9900;Rankinës
RA-9C-A362Z;Rankinë;RA-9C-A362Z;RANKINES;-;-;MINS;1,0000;20,6500;20,6500;21,0000;4,3400;24,9900;Rankinës
RA-9C-D5488BO;Rankinë;RA-9C-D5488BO;RANKINES;-;-;MINS;1,0000;24,7800;24,7800;21,0000;5,2100;29,9900;Rankinës
RA-9K-4457J;Rankinë;RA-9K-4457J;RANKINES;-;-;MINS;1,0000;10,7400;10,7400;21,0000;2,2500;12,9900;Rankinës
RA-9K-MEG127;Rankinë;RA-9K-MEG127;RANKINES;-;-;MINS;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Rankinës
RA-9K-RU1001;Rankinë;RA-9K-RU1001;RANKINES;-;-;MINS;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Rankinës
RANKINES-PRANC;"Rankinës Prancûzijos rinkai";RANKINES-PRANC;;-;-;MINS;0,0000;0;0,0000;0,0000;0,0000;0,0000;
SA-163L-B;Sijonas;SA-163L-B;SIJONAI;-;-;MINS;1,0000;10,7400;10,7400;21,0000;2,2500;12,9900;Sijonai
SA-295-C;Sijonas;SA-295-C;SIJONAI;-;-;MINS;1,0000;10,7400;10,7400;21,0000;2,2500;12,9900;Sijonai
SA-296-B;Sijonas;SA-296-B;SIJONAI;-;-;MINS;2,0000;14,0400;28,0800;21,0000;5,9000;33,9800;Sijonai
SAL-73-MCA96;Ðalikas;SAL-73-MCA96;KEPURES;-;-;MINS;6,0000;1,9967;11,9800;21,0000;2,5100;14,4900;"Kepurës, ðalikai, pirðtinës"
SAL-79-RL-2;Ðalikas;SAL-79-RL-2;KEPURES;-;-;MINS;1,0000;5,7800;5,7800;21,0000;1,2100;6,9900;"Kepurës, ðalikai, pirðtinës"
SAL-80-B;Ðalikas;SAL-80-B;KEPURES;-;-;MINS;2,0000;5,7800;11,5600;21,0000;2,4200;13,9800;"Kepurës, ðalikai, pirðtinës"
SAL-80-VG13;Ðalikas;SAL-80-VG13;KEPURES;-;-;MINS;1,0000;6,2000;6,2000;21,0000;1,3000;7,5000;"Kepurës, ðalikai, pirðtinës"
SAL-89-B17;Ðalikas;SAL-89-B17;KEPURES;-;-;MINS;1,0000;4,9500;4,9500;21,0000;1,0400;5,9900;"Kepurës, ðalikai, pirðtinës"
SAL-89-B28;Ðalikas;SAL-89-B28;KEPURES;-;-;MINS;1,0000;4,9500;4,9500;21,0000;1,0400;5,9900;"Kepurës, ðalikai, pirðtinës"
SAL-89-VGC1;Ðalikas;SAL-89-VGC1;KEPURES;-;-;MINS;1,0000;8,2600;8,2600;21,0000;1,7300;9,9900;"Kepurës, ðalikai, pirðtinës"
SAL-92-DB6B;Ðalikas;SAL-92-DB6B;KEPURES;-;-;MINS;1,0000;5,7800;5,7800;21,0000;1,2100;6,9900;"Kepurës, ðalikai, pirðtinës"
SAL-94-MCA;Ðalikas;SAL-94-MCA;KEPURES;-;-;MINS;10,0000;1,3730;13,7300;21,0000;2,9100;16,6400;"Kepurës, ðalikai, pirðtinës"
SAL-97-B97;Ðalikas;SAL-97-B97;KEPURES;-;-;MINS;2,0000;1,4900;2,9800;21,0000;0,6200;3,6000;"Kepurës, ðalikai, pirðtinës"
SAL-99-MCAK;Ðalikas;SAL-99-MCAK;KEPURES;-;-;MINS;6,0000;1,2400;7,4400;21,0000;1,5600;9,0000;"Kepurës, ðalikai, pirðtinës"
SAL-99-MER;Ðalikas;SAL-99-MER;KEPURES;-;-;MINS;6,0000;1,2400;7,4400;21,0000;1,5600;9,0000;"Kepurës, ðalikai, pirðtinës"
SAL-9L-L005;Skara;SAL-9L-L005;KEPURES;-;-;MINS;1,0000;8,2600;8,2600;21,0000;1,7300;9,9900;"Kepurës, ðalikai, pirðtinës"
SAL-9L-L009;Skara;SAL-9L-L009;KEPURES;-;-;MINS;1,0000;8,2600;8,2600;21,0000;1,7300;9,9900;"Kepurës, ðalikai, pirðtinës"
SAL-9L-L010;Skara;SAL-9L-L010;KEPURES;-;-;MINS;2,0000;8,2600;16,5200;21,0000;3,4600;19,9800;"Kepurës, ðalikai, pirðtinës"
SAL-9L-L013;Skara;SAL-9L-L013;KEPURES;-;-;MINS;1,0000;8,2600;8,2600;21,0000;1,7300;9,9900;"Kepurës, ðalikai, pirðtinës"
SAL-9L-L014;Skara;SAL-9L-L014;KEPURES;-;-;MINS;2,0000;8,2600;16,5200;21,0000;3,4600;19,9800;"Kepurës, ðalikai, pirðtinës"
SAL-9L-L017;Skara;SAL-9L-L017;KEPURES;-;-;MINS;1,0000;8,2600;8,2600;21,0000;1,7300;9,9900;"Kepurës, ðalikai, pirðtinës"
SAL-9L-L025;Skara;SAL-9L-L025;KEPURES;-;-;MINS;1,0000;8,2600;8,2600;21,0000;1,7300;9,9900;"Kepurës, ðalikai, pirðtinës"
SB-300-D;Sijonas;SB-300-D;SIJONAI;-;-;MINS;1,0000;4,5500;4,5500;21,0000;0,9500;5,5000;Sijonai
SB-300-G;Sijonas;SB-300-G;SIJONAI;-;-;MINS;1,0000;4,5500;4,5500;21,0000;0,9500;5,5000;Sijonai
SB-300-I;Sijonas;SB-300-I;SIJONAI;-;-;MINS;1,0000;4,5500;4,5500;21,0000;0,9500;5,5000;Sijonai
SB-300-J;Sijonas;SB-300-J;SIJONAI;-;-;MINS;1,0000;4,5500;4,5500;21,0000;0,9500;5,5000;Sijonai
SC-163B-B;Sijonas;SC-163B-B;SIJONAI;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Sijonai
SC-163B-C;Sijonas;SC-163B-C;SIJONAI;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Sijonai
SC-163B-D;Sijonas;SC-163B-D;SIJONAI;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Sijonai
SC-163B-G;Sijonas;SC-163B-G;SIJONAI;-;-;MINS;2,0000;16,5200;33,0400;21,0000;6,9400;39,9800;Sijonai
SC-163B-H;Sijonas;SC-163B-H;SIJONAI;-;-;MINS;2,0000;16,5200;33,0400;21,0000;6,9400;39,9800;Sijonai
SC-163-C;Sijonas;SC-163-C;SIJONAI;-;-;MINS;1,0000;13,2100;13,2100;21,0000;2,7800;15,9900;Sijonai
SC-163-E;Sijonas;SC-163-E;SIJONAI;-;-;MINS;1,0000;13,2100;13,2100;21,0000;2,7800;15,9900;Sijonai
SC-163P-B;Sijonas;SC-163P-B;SIJONAI;-;-;MINS;1,0000;12,3900;12,3900;21,0000;2,6000;14,9900;Sijonai
SC-163P-E;Sijonas;SC-163P-E;SIJONAI;-;-;MINS;1,0000;12,3900;12,3900;21,0000;2,6000;14,9900;Sijonai
SC-163P-G;Sijonas;SC-163P-G;SIJONAI;-;-;MINS;-1,0000;12,3900;-12,3900;21,0000;-2,6000;-14,9900;Sijonai
SC-163P-G;Sijonas;SC-163P-G;SIJONAI;-;-;MINS;2,0000;12,3900;24,7800;21,0000;5,2000;29,9800;Sijonai
SC-163P-H;Sijonas;SC-163P-H;SIJONAI;-;-;MINS;2,0000;12,3900;24,7800;21,0000;5,2000;29,9800;Sijonai
SC-302-F;Sijonas;SC-302-F;SIJONAI;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Sijonai
SC-302-G;Sijonas;SC-302-G;SIJONAI;-;-;MINS;2,0000;16,5200;33,0400;21,0000;6,9400;39,9800;Sijonai
SC-303-B;Sijonas;SC-303-B;SIJONAI;-;-;MINS;2,0000;14,0400;28,0800;21,0000;5,9000;33,9800;Sijonai
SC-303-C;Sijonas;SC-303-C;SIJONAI;-;-;MINS;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Sijonai
SC-303-D;Sijonas;SC-303-D;SIJONAI;-;-;MINS;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Sijonai
SFA-373-E;Sarafanas;SFA-373-E;SUKNELES;-;-;MINS;1,0000;20,6500;20,6500;21,0000;4,3400;24,9900;Suknelës
SFA-373-F;Sarafanas;SFA-373-F;SUKNELES;-;-;MINS;1,0000;20,6500;20,6500;21,0000;4,3400;24,9900;Suknelës
SFA-373-G;Sarafanas;SFA-373-G;SUKNELES;-;-;MINS;1,0000;20,6500;20,6500;21,0000;4,3400;24,9900;Suknelës
SFC-196-B;Sarafanas;SFC-196-B;SUKNELES;-;-;MINS;1,0000;23,9600;23,9600;21,0000;5,0300;28,9900;Suknelës
SFC-196-D;Sarafanas;SFC-196-D;SUKNELES;-;-;MINS;1,0000;23,9600;23,9600;21,0000;5,0300;28,9900;Suknelës
SK-98-97398;Suknelë;SK-98-97398;SUKNELES;-;-;MINS;5,0000;16,5200;82,6000;21,0000;17,3500;99,9500;Suknelës
SKA-320-F;Suknelë;SKA-320-F;SUKNELES;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKA-372-G;Suknelë;SKA-372-G;SUKNELES;-;-;MINS;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Suknelës
SKA-376-E;Suknelë;SKA-376-E;SUKNELES;-;-;MINS;2,0000;10,7400;21,4800;21,0000;4,5000;25,9800;Suknelës
SKA-376-F;Suknelë;SKA-376-F;SUKNELES;-;-;MINS;1,0000;10,7400;10,7400;21,0000;2,2500;12,9900;Suknelës
SKB-105-C;Suknelë;SKB-105-C;SUKNELES;-;-;MINS;1,0000;12,3900;12,3900;21,0000;2,6000;14,9900;Suknelës
SKB-105-F;Suknelë;SKB-105-F;SUKNELES;-;-;MINS;1,0000;12,3900;12,3900;21,0000;2,6000;14,9900;Suknelës
SKB-108-B;Suknelë;SKB-108-B;SUKNELES;-;-;MINS;1,0000;12,3900;12,3900;21,0000;2,6000;14,9900;Suknelës
SKB-320-B;Suknelë;SKB-320-B;SUKNELES;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-320-C;Suknelë;SKB-320-C;SUKNELES;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-320-D;Suknelë;SKB-320-D;SUKNELES;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-320-E;Suknelë;SKB-320-E;SUKNELES;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-325B-F;Suknelë;SKB-325B-F;SUKNELES;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-325-D;Suknelë;SKB-325-D;SUKNELES;-;-;MINS;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Suknelës
SKB-330B-E;Suknelë;SKB-330B-E;SUKNELES;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-334-D;Suknelë;SKB-334-D;SUKNELES;-;-;MINS;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Suknelës
SKB-335-D;Suknelë;SKB-335-D;SUKNELES;-;-;MINS;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Suknelës
SKB-338-E;Suknelë;SKB-338-E;SUKNELES;-;-;MINS;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Suknelës
SKB-350-C;Suknelë;SKB-350-C;SUKNELES;-;-;MINS;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Suknelës
SKB-350-D;Suknelë;SKB-350-D;SUKNELES;-;-;MINS;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Suknelës
SKB-355-D;Suknelë;SKB-355-D;SUKNELES;-;-;MINS;1,0000;12,3900;12,3900;21,0000;2,6000;14,9900;Suknelës
SKB-355-F;Suknelë;SKB-355-F;SUKNELES;-;-;MINS;1,0000;12,3900;12,3900;21,0000;2,6000;14,9900;Suknelës
SKB-355-J;Suknelë;SKB-355-J;SUKNELES;-;-;MINS;1,0000;12,3900;12,3900;21,0000;2,6000;14,9900;Suknelës
SKB-385-C;Suknelë;SKB-385-C;SUKNELES;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-386-B;Suknelë;SKB-386-B;SUKNELES;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-386-D;Suknelë;SKB-386-D;SUKNELES;-;-;MINS;2,0000;16,5200;33,0400;21,0000;6,9400;39,9800;Suknelës
SKB-387-D;Suknelë;SKB-387-D;SUKNELES;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-392-B;Suknelë;SKB-392-B;SUKNELES;-;-;MINS;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Suknelës
SKB-393-C;Suknelë;SKB-393-C;SUKNELES;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-394-C;Suknelë;SKB-394-C;SUKNELES;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-394-D;Suknelë;SKB-394-D;SUKNELES;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-395-B;Suknelë;SKB-395-B;SUKNELES;-;-;MINS;2,0000;12,3900;24,7800;21,0000;5,2000;29,9800;Suknelës
SKB-395-H;Suknelë;SKB-395-H;SUKNELES;-;-;MINS;2,0000;12,3900;24,7800;21,0000;5,2000;29,9800;Suknelës
SKB-396-J;Suknelë;SKB-396-J;SUKNELES;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-399-A;"Suknelë + apatinukas";SKB-399-A;SUKNELES;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-399-B;"Suknelë + apatinukas";SKB-399-B;SUKNELES;-;-;MINS;2,0000;16,5200;33,0400;21,0000;6,9400;39,9800;Suknelës
SKB-401-J;Suknelë;SKB-401-J;SUKNELES;-;-;MINS;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Suknelës
SKB-402-C;Suknelë;SKB-402-C;SUKNELES;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-403-E;Suknelë;SKB-403-E;SUKNELES;-;-;MINS;1,0000;2,5600;2,5600;21,0000;0,5400;3,1000;Suknelës
SKB-405-F;Suknelë;SKB-405-F;SUKNELES;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-406-D;Suknelë;SKB-406-D;SUKNELES;-;-;MINS;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Suknelës
SKB-407-B;Suknelë;SKB-407-B;SUKNELES;-;-;MINS;1,0000;20,6500;20,6500;21,0000;4,3400;24,9900;Suknelës
SKB-409-H;Suknelë;SKB-409-H;SUKNELES;-;-;MINS;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Suknelës
SKB-409-I;Suknelë;SKB-409-I;SUKNELES;-;-;MINS;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Suknelës
SKB-409-J;Suknelë;SKB-409-J;SUKNELES;-;-;MINS;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Suknelës
SKB-411-D;Suknelë;SKB-411-D;SUKNELES;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-413-F;Suknelë;SKB-413-F;SUKNELES;-;-;MINS;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Suknelës
SKB-414-D;Suknelë;SKB-414-D;SUKNELES;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-414-E;Suknelë;SKB-414-E;SUKNELES;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-414-J;Suknelë;SKB-414-J;SUKNELES;-;-;MINS;2,0000;16,5200;33,0400;21,0000;6,9400;39,9800;Suknelës
SKB-415-E;Suknelë;SKB-415-E;SUKNELES;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-416-C;Suknelë;SKB-416-C;SUKNELES;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
SKB-416-G;Suknelë;SKB-416-G;SUKNELES;-;-;MINS;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
