Kodas;Pavadinimas;Vnt.;Kaina;Kiekis;Suma;Sandëlis;Registras 3
SKA-372S-B;Suknelë;vnt;24,9900;2,0000;49,9800;INTE;
SKA-372S-C;Suknelë;vnt;24,9900;1,0000;24,9900;INTE;GAM
SKA-372S-C;Suknelë;vnt;24,9900;1,0000;24,9900;INTE;
SKA-372S-E;Suknelë;vnt;24,9900;2,0000;49,9800;INTE;
SKA-372S-F;Suknelë;vnt;24,9900;2,0000;49,9800;INTE;
SKA-372S-G;Suknelë;vnt;24,9900;1,0000;24,9900;INTE;
SKB-325-B;Suknelë;vnt;28,9900;1,0000;28,9900;INTE;
SKB-325B-B;Suknelë;vnt;29,9900;3,0000;89,9700;INTE;
SKB-325B-C;Suknelë;vnt;29,9900;3,0000;89,9700;INTE;
SKB-325B-D;Suknelë;vnt;29,9900;2,0000;59,9800;INTE;
SKB-325B-E;Suknelë;vnt;29,9900;3,0000;89,9700;INTE;
SKB-325B-F;Suknelë;vnt;29,9900;2,0000;59,9800;INTE;
SKB-325B-H;Suknelë;vnt;29,9900;1,0000;29,9900;INTE;GAM
SKB-325B-H;Suknelë;vnt;29,9900;1,0000;29,9900;INTE;
SKB-325B-I;Suknelë;vnt;29,9900;2,0000;59,9800;INTE;
SKB-325-C;Suknelë;vnt;28,9900;1,0000;28,9900;INTE;
SKB-325-D;Suknelë;vnt;28,9900;1,0000;28,9900;INTE;
SKB-325S-B;Suknelë;vnt;28,9900;2,0000;57,9800;INTE;
SKB-325S-C;Suknelë;vnt;28,9900;1,0000;28,9900;INTE;
SKB-325S-E;Suknelë;vnt;28,9900;1,0000;28,9900;INTE;
SKB-325S-G;Suknelë;vnt;28,9900;1,0000;28,9900;INTE;
SKB-330-B;Suknelë;vnt;28,9900;3,0000;86,9700;INTE;
SKB-330B-E;Suknelë;vnt;39,9900;2,0000;79,9800;INTE;
SKB-330B-F;Suknelë;vnt;39,9900;2,0000;79,9800;INTE;
SKB-330BS-B;Suknelë;vnt;39,9900;2,0000;79,9800;INTE;
SKB-330BS-C;Suknelë;vnt;39,9900;1,0000;39,9900;INTE;GAM
SKB-330BS-C;Suknelë;vnt;39,9900;2,0000;79,9800;INTE;
SKB-330BS-D;Suknelë;vnt;39,9900;2,0000;79,9800;INTE;
SKB-330BS-E;Suknelë;vnt;39,9900;3,0000;119,9700;INTE;
SKB-330BS-F;Suknelë;vnt;39,9900;1,0000;39,9900;INTE;
SKB-330-C;Suknelë;vnt;28,9900;3,0000;86,9700;INTE;
SKB-330-D;Suknelë;vnt;28,9900;2,0000;57,9800;INTE;
SKB-330-E;Suknelë;vnt;28,9900;3,0000;86,9700;INTE;
SKB-330-F;Suknelë;vnt;28,9900;3,0000;86,9700;INTE;
SKB-330-G;Suknelë;vnt;28,9900;2,0000;57,9800;INTE;
SKB-334B-B;Suknelë;vnt;28,9900;1,0000;28,9900;INTE;GAM
SKB-334B-B;Suknelë;vnt;28,9900;2,0000;57,9800;INTE;
SKB-334B-C;Suknelë;vnt;28,9900;3,0000;86,9700;INTE;
SKB-334B-E;Suknelë;vnt;28,9900;3,0000;86,9700;INTE;
SKB-334B-F;Suknelë;vnt;28,9900;3,0000;86,9700;INTE;
SKB-334B-G;Suknelë;vnt;28,9900;1,0000;28,9900;INTE;GAM
SKB-334BS-B;Suknelë;vnt;28,9900;2,0000;57,9800;INTE;
SKB-334BS-C;Suknelë;vnt;28,9900;2,0000;57,9800;INTE;
SKB-334BS-E;Suknelë;vnt;28,9900;1,0000;28,9900;INTE;GAM
SKB-334BS-E;Suknelë;vnt;28,9900;2,0000;57,9800;INTE;
SKB-335B-B;Suknelë;vnt;31,9900;1,0000;31,9900;INTE;
SKB-335B-C;Suknelë;vnt;31,9900;2,0000;63,9800;INTE;
SKB-335B-D;Suknelë;vnt;31,9900;1,0000;31,9900;INTE;GAM
SKB-335B-F;Suknelë;vnt;31,9900;2,0000;63,9800;INTE;
SKB-335B-I;Suknelë;vnt;31,9900;1,0000;31,9900;INTE;GAM
SKB-350-B;Suknelë;vnt;21,9900;3,0000;65,9700;INTE;
SKB-350-D;Suknelë;vnt;21,9900;2,0000;43,9800;INTE;
SKB-350-E;Suknelë;vnt;21,9900;1,0000;21,9900;INTE;
SKB-350-F;Suknelë;vnt;21,9900;1,0000;21,9900;INTE;
SKB-350-G;Suknelë;vnt;21,9900;1,0000;21,9900;INTE;
SKB-352S-B;Suknelë;vnt;18,9900;2,0000;37,9800;INTE;
SKB-352S-C;Suknelë;vnt;18,9900;2,0000;37,9800;INTE;
SKB-352S-E;Suknelë;vnt;18,9900;1,0000;18,9900;INTE;GAM
SKB-352S-E;Suknelë;vnt;18,9900;2,0000;37,9800;INTE;
SKB-352S-F;Suknelë;vnt;18,9900;2,0000;37,9800;INTE;GAM
SKB-352S-G;Suknelë;vnt;18,9900;2,0000;37,9800;INTE;
SKB-352S-H;Suknelë;vnt;18,9900;2,0000;37,9800;INTE;
SKB-352SJ-B;Suknelë;vnt;18,9900;1,0000;18,9900;INTE;
SKB-352SJ-C;Suknelë;vnt;18,9900;1,0000;18,9900;INTE;GAM
SKB-352SJ-D;Suknelë;vnt;18,9900;2,0000;37,9800;INTE;
SKB-352SJ-E;Suknelë;vnt;18,9900;2,0000;37,9800;INTE;
SKB-352SJ-F;Suknelë;vnt;18,9900;2,0000;37,9800;INTE;
SKB-352SR-B;Suknelë;vnt;18,9900;1,0000;18,9900;INTE;
SKB-352SR-E;Suknelë;vnt;18,9900;1,0000;18,9900;INTE;
SKB-352SR-G;Suknelë;vnt;18,9900;2,0000;37,9800;INTE;
SKB-355-B;Suknelë;vnt;18,9900;2,0000;37,9800;INTE;
SKB-355-C;Suknelë;vnt;18,9900;1,0000;18,9900;INTE;GAM
SKB-355-F;Suknelë;vnt;18,9900;1,0000;18,9900;INTE;
SKB-355S-B;Suknelë;vnt;18,9900;2,0000;37,9800;INTE;
SKB-355S-C;Suknelë;vnt;18,9900;3,0000;56,9700;INTE;
SKB-355S-D;Suknelë;vnt;18,9900;1,0000;18,9900;INTE;
SKB-355S-E;Suknelë;vnt;18,9900;1,0000;18,9900;INTE;GAM
SKB-355S-F;Suknelë;vnt;18,9900;2,0000;37,9800;INTE;
SKB-355S-G;Suknelë;vnt;18,9900;1,0000;18,9900;INTE;
SKB-355S-J;Suknelë;vnt;18,9900;2,0000;37,9800;INTE;
SKB-378-B;Suknelë;vnt;32,9900;2,0000;65,9800;INTE;
SKB-378-C;Suknelë;vnt;32,9900;2,0000;65,9800;INTE;
SKB-378-D;Suknelë;vnt;32,9900;1,0000;32,9900;INTE;GAM
SKB-378-E;Suknelë;vnt;32,9900;2,0000;65,9800;INTE;
SKB-378-F;Suknelë;vnt;32,9900;1,0000;32,9900;INTE;GAM
SKB-378S-B;Suknelë;vnt;32,9900;2,0000;65,9800;INTE;
SKB-378S-C;Suknelë;vnt;32,9900;1,0000;32,9900;INTE;
SKB-378S-D;Suknelë;vnt;32,9900;1,0000;32,9900;INTE;
SKB-380-B;Suknelë;vnt;34,9900;3,0000;104,9700;INTE;
SKB-380-C;Suknelë;vnt;34,9900;2,0000;69,9800;INTE;
SKB-380-D;Suknelë;vnt;34,9900;3,0000;104,9700;INTE;
SKB-380-E;Suknelë;vnt;34,9900;2,0000;69,9800;INTE;
SKB-380-F;Suknelë;vnt;34,9900;1,0000;34,9900;INTE;
SKB-382-C;Suknelë;vnt;28,9900;1,0000;28,9900;INTE;GAM
SKB-382-C;Suknelë;vnt;28,9900;1,0000;28,9900;INTE;
SKB-382-G;Suknelë;vnt;28,9900;1,0000;28,9900;INTE;GAM
SKB-383-B;Suknelë;vnt;34,9900;2,0000;69,9800;INTE;
SKB-383-C;Suknelë;vnt;34,9900;3,0000;104,9700;INTE;
SKB-383-D;Suknelë;vnt;34,9900;1,0000;34,9900;INTE;
SKB-384S-D;Suknelë;vnt;33,9900;1,0000;33,9900;INTE;
SKB-384S-E;Suknelë;vnt;33,9900;2,0000;67,9800;INTE;
SKB-384S-F;Suknelë;vnt;33,9900;2,0000;67,9800;INTE;
SKB-384S-G;Suknelë;vnt;33,9900;1,0000;33,9900;INTE;GAM
SKB-388-B;Suknelë;vnt;31,9900;1,0000;31,9900;INTE;
SKB-388-C;Suknelë;vnt;31,9900;2,0000;63,9800;INTE;
SKB-388-D;Suknelë;vnt;31,9900;2,0000;63,9800;INTE;
SKB-388-F;Suknelë;vnt;31,9900;1,0000;31,9900;INTE;
SKB-389-B;Suknelë;vnt;22,9900;2,0000;45,9800;INTE;
SKB-389-C;Suknelë;vnt;22,9900;2,0000;45,9800;INTE;
SKB-395-B;Suknelë;vnt;19,9900;4,0000;79,9600;INTE;
SKB-395-C;Suknelë;vnt;19,9900;4,0000;79,9600;INTE;
SKB-395-D;Suknelë;vnt;19,9900;2,0000;39,9800;INTE;
SKB-395-E;Suknelë;vnt;19,9900;1,0000;19,9900;INTE;
SKB-395-F;Suknelë;vnt;19,9900;1,0000;19,9900;INTE;GAM
SKB-395-I;Suknelë;vnt;19,9900;1,0000;19,9900;INTE;
SKB-398SJ-B;Suknelë;vnt;33,9900;2,0000;67,9800;INTE;
SKB-398SJ-C;Suknelë;vnt;33,9900;3,0000;101,9700;INTE;
SKB-398SJ-E;Suknelë;vnt;33,9900;1,0000;33,9900;INTE;GAM
SKB-398SJ-E;Suknelë;vnt;33,9900;1,0000;33,9900;INTE;
SKB-398SJ-F;Suknelë;vnt;33,9900;3,0000;101,9700;INTE;
SKB-399-A;"Suknelë + apatinukas";vnt;32,9900;3,0000;98,9700;INTE;
SKB-399-B;"Suknelë + apatinukas";vnt;32,9900;3,0000;98,9700;INTE;
SKB-399-C;"Suknelë + apatinukas";vnt;32,9900;3,0000;98,9700;INTE;
SKB-400-B;Suknelë;vnt;21,9900;4,0000;87,9600;INTE;
SKB-400-C;Suknelë;vnt;21,9900;3,0000;65,9700;INTE;
SKB-400-D;Suknelë;vnt;21,9900;1,0000;21,9900;INTE;GAM
SKB-400-E;Suknelë;vnt;21,9900;1,0000;21,9900;INTE;
SKB-401-B;Suknelë;vnt;28,9900;3,0000;86,9700;INTE;
SKB-401-C;Suknelë;vnt;28,9900;1,0000;28,9900;INTE;GAM
SKB-401-C;Suknelë;vnt;28,9900;2,0000;57,9800;INTE;
SKB-401-F;Suknelë;vnt;28,9900;3,0000;86,9700;INTE;
SKB-401-G;Suknelë;vnt;28,9900;1,0000;28,9900;INTE;GAM
SKB-401-G;Suknelë;vnt;28,9900;1,0000;28,9900;INTE;
SKB-401S-B;Suknelë;vnt;28,9900;3,0000;86,9700;INTE;
SKB-401S-C;Suknelë;vnt;28,9900;1,0000;28,9900;INTE;
SKB-401S-H;Suknelë;vnt;28,9900;1,0000;28,9900;INTE;GAM
SKB-402-B;Suknelë;vnt;35,9900;1,0000;35,9900;INTE;
SKB-402-C;Suknelë;vnt;35,9900;2,0000;71,9800;INTE;
SKB-402-F;Suknelë;vnt;35,9900;2,0000;71,9800;INTE;
SKB-402-I;Suknelë;vnt;35,9900;1,0000;35,9900;INTE;
SKB-402-J;Suknelë;vnt;35,9900;1,0000;35,9900;INTE;
SKB-402S-C;Suknelë;vnt;35,9900;1,0000;35,9900;INTE;
SKB-402S-E;Suknelë;vnt;35,9900;1,0000;35,9900;INTE;GAM
SKB-402S-F;Suknelë;vnt;35,9900;1,0000;35,9900;INTE;
SKB-402S-G;Suknelë;vnt;35,9900;1,0000;35,9900;INTE;
SKB-402S-H;Suknelë;vnt;35,9900;1,0000;35,9900;INTE;GAM
SKB-405-B;Suknelë;vnt;32,9900;1,0000;32,9900;INTE;
SKB-405-C;Suknelë;vnt;32,9900;1,0000;32,9900;INTE;GAM
SKB-405-D;Suknelë;vnt;32,9900;1,0000;32,9900;INTE;GAM
SKB-406-F;Suknelë;vnt;20,9900;1,0000;20,9900;INTE;GAM
SKB-409-J;Suknelë;vnt;25,9900;1,0000;25,9900;INTE;GAM
SKB-411-B;Suknelë;vnt;29,9900;3,0000;89,9700;INTE;
SKB-411-C;Suknelë;vnt;29,9900;1,0000;29,9900;INTE;GAM
SKB-411-D;Suknelë;vnt;29,9900;1,0000;29,9900;INTE;GAM
SKB-411-E;Suknelë;vnt;29,9900;2,0000;59,9800;INTE;
SKB-412-B;Suknelë;vnt;23,9900;3,0000;71,9700;INTE;
SKB-412-C;Suknelë;vnt;23,9900;3,0000;71,9700;INTE;
SKB-412-E;Suknelë;vnt;23,9900;2,0000;47,9800;INTE;
SKB-413-C;Suknelë;vnt;25,9900;2,0000;51,9800;INTE;
SKB-413-E;Suknelë;vnt;25,9900;3,0000;77,9700;INTE;
SKB-413-F;Suknelë;vnt;25,9900;1,0000;25,9900;INTE;
SKB-413-G;Suknelë;vnt;25,9900;1,0000;25,9900;INTE;
SKB-414-C;Suknelë;vnt;25,9900;1,0000;25,9900;INTE;
SKB-414-E;Suknelë;vnt;25,9900;1,0000;25,9900;INTE;
SKB-414-G;Suknelë;vnt;25,9900;1,0000;25,9900;INTE;GAM
SKB-414S-C;Suknelë;vnt;25,9900;1,0000;25,9900;INTE;
SKB-414S-J;Suknelë;vnt;25,9900;1,0000;25,9900;INTE;GAM
SKC-410B-B;Suknelë;vnt;28,9900;2,0000;57,9800;INTE;
SKC-410B-C;Suknelë;vnt;28,9900;2,0000;57,9800;INTE;
SKC-410B-D;Suknelë;vnt;28,9900;2,0000;57,9800;INTE;
SKC-410B-E;Suknelë;vnt;28,9900;1,0000;28,9900;INTE;
SKC-410B-F;Suknelë;vnt;28,9900;2,0000;57,9800;INTE;
SKC-410B-G;Suknelë;vnt;28,9900;2,0000;57,9800;INTE;
SKC-410BS-B;Suknelë;vnt;28,9900;2,0000;57,9800;INTE;
SKC-410BS-C;Suknelë;vnt;28,9900;2,0000;57,9800;INTE;
SKC-410BS-D;Suknelë;vnt;28,9900;2,0000;57,9800;INTE;
SKC-410BS-E;Suknelë;vnt;28,9900;1,0000;28,9900;INTE;
SKC-410BS-F;Suknelë;vnt;28,9900;2,0000;57,9800;INTE;
SKC-410BS-G;Suknelë;vnt;28,9900;1,0000;28,9900;INTE;GAM
SKC-410BS-G;Suknelë;vnt;28,9900;1,0000;28,9900;INTE;
SKC-410S-B;Suknelë;vnt;16,9900;1,0000;16,9900;INTE;
SKC-410S-E;Suknelë;vnt;16,9900;1,0000;16,9900;INTE;GAM
SKC-418-B;Suknelë;vnt;26,9900;2,0000;53,9800;INTE;
SKC-418-C;Suknelë;vnt;26,9900;2,0000;53,9800;INTE;
SKC-418-D;Suknelë;vnt;26,9900;1,0000;26,9900;INTE;GAM
SKC-418-D;Suknelë;vnt;26,9900;1,0000;26,9900;INTE;
SKC-418-F;Suknelë;vnt;26,9900;1,0000;26,9900;INTE;
SKC-418S-B;Suknelë;vnt;26,9900;2,0000;53,9800;INTE;
SKC-418S-C;Suknelë;vnt;26,9900;2,0000;53,9800;INTE;
SKC-418S-D;Suknelë;vnt;26,9900;2,0000;53,9800;INTE;
SKC-418S-E;Suknelë;vnt;26,9900;1,0000;26,9900;INTE;
SKC-418S-F;Suknelë;vnt;26,9900;1,0000;26,9900;INTE;
SKC-418S-G;Suknelë;vnt;26,9900;2,0000;53,9800;INTE;
SKC-418S-H;Suknelë;vnt;26,9900;1,0000;26,9900;INTE;
SKC-418S-I;Suknelë;vnt;26,9900;1,0000;26,9900;INTE;
SKC-419-A;Suknelë;vnt;19,9900;1,0000;19,9900;INTE;
SKC-422-B;Suknelë;vnt;24,9900;3,0000;74,9700;INTE;
SKC-423-B;Suknelë;vnt;24,9900;2,0000;49,9800;INTE;
SKC-423-C;Suknelë;vnt;24,9900;2,0000;49,9800;INTE;
SKC-423-D;Suknelë;vnt;24,9900;2,0000;49,9800;INTE;
SKC-423-E;Suknelë;vnt;24,9900;1,0000;24,9900;INTE;
SKC-423-F;Suknelë;vnt;24,9900;2,0000;49,9800;INTE;
SKC-423S-B;Suknelë;vnt;24,9900;2,0000;49,9800;INTE;
SKC-423S-C;Suknelë;vnt;24,9900;2,0000;49,9800;INTE;
SKC-423S-E;Suknelë;vnt;24,9900;1,0000;24,9900;INTE;GAM
SKC-423S-F;Suknelë;vnt;24,9900;1,0000;24,9900;INTE;
SKC-424-C;Suknelë;vnt;21,9900;2,0000;43,9800;INTE;
SKC-424-D;Suknelë;vnt;21,9900;2,0000;43,9800;INTE;
SKC-424-E;Suknelë;vnt;21,9900;1,0000;21,9900;INTE;
SKC-424-F;Suknelë;vnt;21,9900;2,0000;43,9800;INTE;
SKC-424-G;Suknelë;vnt;21,9900;1,0000;21,9900;INTE;GAM
SKC-424S-C;Suknelë;vnt;21,9900;2,0000;43,9800;INTE;
SKC-424S-D;Suknelë;vnt;21,9900;2,0000;43,9800;INTE;
SKC-424S-E;Suknelë;vnt;21,9900;1,0000;21,9900;INTE;
SKC-424S-F;Suknelë;vnt;21,9900;1,0000;21,9900;INTE;
SKC-424S-G;Suknelë;vnt;21,9900;1,0000;21,9900;INTE;
SKC-424S-H;Suknelë;vnt;21,9900;1,0000;21,9900;INTE;GAM
SL-285-B;Sijonas;vnt;16,9900;3,0000;50,9700;INTE;
SL-285-C;Sijonas;vnt;16,9900;2,0000;33,9800;INTE;
STRC-1461-B;Sijonas;vnt;7,9900;1,0000;7,9900;INTE;
STRC-1461-D;Sijonas;vnt;7,9900;3,0000;23,9700;INTE;
STRC-1461-E;Sijonas;vnt;7,9900;1,0000;7,9900;INTE;GAM
STRC-1461S-B;Sijonas;vnt;7,9900;2,0000;15,9800;INTE;
STRC-1461S-C;Sijonas;vnt;7,9900;1,0000;7,9900;INTE;
SVB-212-B;Ðvarkas;vnt;24,9900;1,0000;24,9900;INTE;
SVB-212-C;Ðvarkas;vnt;24,9900;1,0000;24,9900;INTE;
SVB-212-D;Ðvarkas;vnt;24,9900;1,0000;24,9900;INTE;
SVB-212-E;Ðvarkas;vnt;24,9900;1,0000;24,9900;INTE;GAM
SVB-212S-B;Ðvarkas;vnt;24,9900;1,0000;24,9900;INTE;
SVB-212S-C;Ðvarkas;vnt;24,9900;1,0000;24,9900;INTE;
SVB-212S-D;Ðvarkas;vnt;24,9900;1,0000;24,9900;INTE;GAM
SVB-212S-E;Ðvarkas;vnt;24,9900;1,0000;24,9900;INTE;
SVTC-1282-B;Ðvarkas;vnt;21,9900;3,0000;65,9700;INTE;
SVTC-1282-F;Ðvarkas;vnt;21,9900;2,0000;43,9800;INTE;GAM
TPA-1319-C;Palaidinë;vnt;11,9900;4,0000;47,9600;INTE;
TPA-1319-D;Palaidinë;vnt;11,9900;4,0000;47,9600;INTE;
TPA-1319-E;Palaidinë;vnt;11,9900;4,0000;47,9600;INTE;
TPA-1319-F;Palaidinë;vnt;11,9900;4,0000;47,9600;INTE;
TPA-1319-G;Palaidinë;vnt;11,9900;4,0000;47,9600;INTE;
TPA-1319-H;Palaidinë;vnt;11,9900;4,0000;47,9600;INTE;
TPA-1319-I;Palaidinë;vnt;11,9900;4,0000;47,9600;INTE;
TPB-13TD-B;Palaidinë;vnt;6,9900;2,0000;13,9800;INTE;
TPB-13TD-C;Palaidinë;vnt;6,9900;3,0000;20,9700;INTE;
TPB-13TD-D;Palaidinë;vnt;6,9900;4,0000;27,9600;INTE;
TPB-13TD-F;Palaidinë;vnt;6,9900;3,0000;20,9700;INTE;
TPB-13TD-G;Palaidinë;vnt;6,9900;1,0000;6,9900;INTE;
TPB-13TD-H;Palaidinë;vnt;6,9900;1,0000;6,9900;INTE;GAM
TPB-13TD-H;Palaidinë;vnt;6,9900;1,0000;6,9900;INTE;
TPB-13TS-B;Palaidinë;vnt;6,9900;2,0000;13,9800;INTE;
TPB-13TS-C;Palaidinë;vnt;6,9900;1,0000;6,9900;INTE;
TPB-13TS-E;Palaidinë;vnt;6,9900;1,0000;6,9900;INTE;
TPC-13-B;Palaidinë;vnt;6,9900;2,0000;13,9800;INTE;
TPC-13G-C;Palaidinë;vnt;6,9900;2,0000;13,9800;INTE;
TPC-13G-D;Palaidinë;vnt;6,9900;2,0000;13,9800;INTE;
TPC-13G-E;Palaidinë;vnt;6,9900;2,0000;13,9800;INTE;
TPC-13G-F;Palaidinë;vnt;6,9900;2,0000;13,9800;INTE;
TPC-13G-G;Palaidinë;vnt;6,9900;2,0000;13,9800;INTE;
TPC-13G-H;Palaidinë;vnt;6,9900;2,0000;13,9800;INTE;
TPC-13G-I;Palaidinë;vnt;6,9900;2,0000;13,9800;INTE;
TPC-13G-J;Palaidinë;vnt;6,9900;2,0000;13,9800;INTE;
TPC-13GS-C;Palaidinë;vnt;6,9900;2,0000;13,9800;INTE;
TPC-13GS-D;Palaidinë;vnt;6,9900;2,0000;13,9800;INTE;
TPC-13GS-E;Palaidinë;vnt;6,9900;2,0000;13,9800;INTE;
TPC-13GS-F;Palaidinë;vnt;6,9900;2,0000;13,9800;INTE;
TPC-13GS-G;Palaidinë;vnt;6,9900;2,0000;13,9800;INTE;
TPC-13GS-H;Palaidinë;vnt;6,9900;2,0000;13,9800;INTE;
TPC-13GS-I;Palaidinë;vnt;6,9900;2,0000;13,9800;INTE;
TPC-13GS-J;Palaidinë;vnt;6,9900;2,0000;13,9800;INTE;
TPC-1461-C;Palaidinë;vnt;7,9900;1,0000;7,9900;INTE;
TPC-1461-D;Palaidinë;vnt;7,9900;1,0000;7,9900;INTE;GAM
TSA-1039NR-B;Suknelë;vnt;17,9900;1,0000;17,9900;INTE;
TSA-1039NR-C;Suknelë;vnt;17,9900;2,0000;35,9800;INTE;
TSA-1039NR-D;Suknelë;vnt;17,9900;1,0000;17,9900;INTE;
TSA-1039NR-E;Suknelë;vnt;17,9900;1,0000;17,9900;INTE;GAM
TSA-1039NR-E;Suknelë;vnt;17,9900;1,0000;17,9900;INTE;
TSA-1039NR-G;Suknelë;vnt;17,9900;2,0000;35,9800;INTE;
TSA-1039NR-H;Suknelë;vnt;17,9900;1,0000;17,9900;INTE;
TSA-1039NR-I;Suknelë;vnt;17,9900;1,0000;17,9900;INTE;
TSA-1039NR-J;Suknelë;vnt;17,9900;1,0000;17,9900;INTE;
TSA-1334S-B;Suknelë;vnt;24,9900;1,0000;24,9900;INTE;
TSA-1334S-C;Suknelë;vnt;24,9900;1,0000;24,9900;INTE;
TSA-1334S-D;Suknelë;vnt;24,9900;1,0000;24,9900;INTE;
TSA-1334S-G;Suknelë;vnt;24,9900;2,0000;49,9800;INTE;GAM
TSA-1365-A;Suknelë;vnt;19,9900;1,0000;19,9900;INTE;
TSA-1365-B;Suknelë;vnt;19,9900;1,0000;19,9900;INTE;
TSA-1365S-A;Suknelë;vnt;19,9900;1,0000;19,9900;INTE;
TSA-1365S-B;Suknelë;vnt;19,9900;1,0000;19,9900;INTE;
TSA-1376S-B;Suknelë;vnt;17,9900;1,0000;17,9900;INTE;GAM
TSA-1376S-B;Suknelë;vnt;17,9900;2,0000;35,9800;INTE;
TSA-1376S-C;Suknelë;vnt;17,9900;2,0000;35,9800;INTE;
TSA-1376S-E;Suknelë;vnt;17,9900;2,0000;35,9800;INTE;GAM
TSA-1424B-B;Suknelë;vnt;23,9900;2,0000;47,9800;INTE;
TSA-1424B-C;Suknelë;vnt;23,9900;2,0000;47,9800;INTE;
TSA-1424B-D;Suknelë;vnt;23,9900;2,0000;47,9800;INTE;
TSA-1430-B;Suknelë;vnt;18,9900;3,0000;56,9700;INTE;
TSA-1430-E;Suknelë;vnt;18,9900;1,0000;18,9900;INTE;GAM
TSA-1430-E;Suknelë;vnt;18,9900;1,0000;18,9900;INTE;
TSA-1432-E;Suknelë;vnt;18,9900;1,0000;18,9900;INTE;GAM
TSA-1449-B;Suknelë;vnt;35,9900;2,0000;71,9800;INTE;
TSA-1449-C;Suknelë;vnt;35,9900;1,0000;35,9900;INTE;
TSA-1449-D;Suknelë;vnt;35,9900;1,0000;35,9900;INTE;
TSA-1449-E;Suknelë;vnt;35,9900;1,0000;35,9900;INTE;
TSA-1449-F;Suknelë;vnt;35,9900;1,0000;35,9900;INTE;GAM
TSA-1454-B;Suknelë;vnt;19,9900;3,0000;59,9700;INTE;
TSA-1454-C;Suknelë;vnt;19,9900;2,0000;39,9800;INTE;
TSA-1454-D;Suknelë;vnt;19,9900;1,0000;19,9900;INTE;
TSA-1454-E;Suknelë;vnt;19,9900;1,0000;19,9900;INTE;
TSA-1462S-B;Suknelë;vnt;19,9900;2,0000;39,9800;INTE;
TSA-1462S-C;Suknelë;vnt;19,9900;2,0000;39,9800;INTE;
TSA-1462S-D;Suknelë;vnt;19,9900;1,0000;19,9900;INTE;
TSA-1462S-E;Suknelë;vnt;19,9900;2,0000;39,9800;INTE;
TSA-1462S-F;Suknelë;vnt;19,9900;2,0000;39,9800;INTE;
TSA-1462S-G;Suknelë;vnt;19,9900;1,0000;19,9900;INTE;
TSA-1462S-I;Suknelë;vnt;19,9900;1,0000;19,9900;INTE;
TSA-1462S-J;Suknelë;vnt;19,9900;2,0000;39,9800;INTE;
TSA-1478-B;Suknelë;vnt;29,9900;2,0000;59,9800;INTE;
TSA-1478-D;Suknelë;vnt;29,9900;1,0000;29,9900;INTE;
TSA-1478-E;Suknelë;vnt;29,9900;1,0000;29,9900;INTE;GAM
TSA-1478-F;Suknelë;vnt;29,9900;2,0000;59,9800;INTE;
TSA-1478S-B;Suknelë;vnt;29,9900;3,0000;89,9700;INTE;
TSA-1478S-C;Suknelë;vnt;29,9900;1,0000;29,9900;INTE;
TSA-1478S-D;Suknelë;vnt;29,9900;3,0000;89,9700;INTE;
TSA-1478S-E;Suknelë;vnt;29,9900;3,0000;89,9700;INTE;
TSA-1478S-F;Suknelë;vnt;29,9900;1,0000;29,9900;INTE;
TSA-1479S-B;Suknelë;vnt;23,9900;3,0000;71,9700;INTE;
TSA-1479S-C;Suknelë;vnt;23,9900;3,0000;71,9700;INTE;
TSA-1479S-D;Suknelë;vnt;23,9900;1,0000;23,9900;INTE;GAM
TSA-1479S-D;Suknelë;vnt;23,9900;1,0000;23,9900;INTE;
TSA-1479S-E;Suknelë;vnt;23,9900;1,0000;23,9900;INTE;
TSA-1479S-F;Suknelë;vnt;23,9900;1,0000;23,9900;INTE;
TSA-1479S-G;Suknelë;vnt;23,9900;3,0000;71,9700;INTE;
TSA-1482S-B;Suknelë;vnt;16,9900;1,0000;16,9900;INTE;GAM
TSA-1482S-C;Suknelë;vnt;16,9900;1,0000;16,9900;INTE;
TSA-1482S-D;Suknelë;vnt;16,9900;1,0000;16,9900;INTE;GAM
TSA-1482S-G;Suknelë;vnt;16,9900;2,0000;33,9800;INTE;
TSA-1482S-H;Suknelë;vnt;16,9900;1,0000;16,9900;INTE;
TSA-1482S-J;Suknelë;vnt;16,9900;1,0000;16,9900;INTE;
TSA-1488-B;Suknelë;vnt;18,9900;3,0000;56,9700;INTE;
TSA-1488-C;Suknelë;vnt;18,9900;1,0000;18,9900;INTE;
TSA-1488-D;Suknelë;vnt;18,9900;2,0000;37,9800;INTE;
TSA-1488-E;Suknelë;vnt;18,9900;1,0000;18,9900;INTE;
TSA-1488-J;Suknelë;vnt;18,9900;1,0000;18,9900;INTE;
TSA-1488S-B;Suknelë;vnt;18,9900;3,0000;56,9700;INTE;
TSA-1488S-D;Suknelë;vnt;18,9900;2,0000;37,9800;INTE;
TSA-1488S-E;Suknelë;vnt;18,9900;3,0000;56,9700;INTE;
TSB-1128-D;Suknelë;vnt;15,9900;1,0000;15,9900;INTE;
TSB-1128-F;Suknelë;vnt;15,9900;1,0000;15,9900;INTE;GAM
TSB-1128-F;Suknelë;vnt;15,9900;1,0000;15,9900;INTE;
TSB-1128-G;Suknelë;vnt;15,9900;1,0000;15,9900;INTE;
TSB-1128-H;Suknelë;vnt;15,9900;1,0000;15,9900;INTE;
